user_id,signup_date,city,age_band,employment_type,credit_limit,kyc_status,txn_count,avg_amount,night_txn_ratio,total_spend,default_count,avg_delay,risk_score,risk_segment
20,2025-11-03,Bangalore,35-44,student,5000,full,34,1939.764705882353,0.2647058823529412,65952,0,0.0,0.17949062478477915,Low
21,2025-10-30,Bangalore,25-34,self_employed,5000,full,32,2069.9375,0.34375,66238,0,2.333333333333333,0.2754816450246021,Low
22,2025-09-21,Pune,25-34,salaried,10000,full,10,2114.3,0.2,21143,1,0.0,0.2565287776722172,Low
23,2025-10-03,Mumbai,18-24,salaried,10000,full,20,1581.9,0.25,31638,0,3.0,0.22231234103505615,Low
24,2025-11-15,Bangalore,25-34,student,20000,full,32,2135.8125,0.25,68346,0,0.0,0.1815992458705201,Low
25,2025-10-28,Delhi,25-34,salaried,30000,full,39,1756.076923076923,0.1794871794871795,68487,1,4.5,0.32987244693406564,Low
26,2025-09-22,Mumbai,25-34,student,10000,full,24,1701.7916666666667,0.25,40843,1,1.5,0.2945965007950188,Low
27,2025-11-28,Bangalore,25-34,student,20000,partial,38,1979.4473684210527,0.2894736842105263,75219,0,2.333333333333333,0.24512128984674147,Low
28,2025-10-19,Pune,18-24,salaried,10000,full,26,2314.692307692308,0.3461538461538461,60182,0,2.6666666666666665,0.29551388480207064,Low
29,2025-11-30,Hyderabad,18-24,student,20000,full,19,2458.842105263158,0.1052631578947368,46718,1,0.0,0.22708025165042264,Low
30,2025-10-29,Mumbai,35-44,salaried,5000,full,27,1742.5555555555557,0.2222222222222222,47049,0,1.6666666666666667,0.18684219181152306,Low
31,2025-10-12,Pune,18-24,student,10000,full,18,1504.611111111111,0.2222222222222222,27083,3,0.0,0.4386561745625773,Medium
32,2025-12-01,Delhi,25-34,salaried,10000,full,35,2169.457142857143,0.2,75931,0,0.0,0.15911319832740836,Low
33,2025-10-30,Pune,35-44,student,5000,full,32,1897.40625,0.3125,60717,1,2.5,0.35606232334115573,Low
34,2025-11-19,Mumbai,25-34,student,20000,full,26,2211.6153846153848,0.0769230769230769,57502,1,0.0,0.20185780115937424,Low
35,2025-09-15,Mumbai,25-34,student,20000,full,38,1690.2894736842106,0.1842105263157894,64231,0,0.0,0.12906312869657877,Low
36,2025-11-01,Bangalore,18-24,self_employed,10000,full,18,1549.1666666666667,0.2777777777777778,27885,0,2.333333333333333,0.21933184506755396,Low
37,2025-11-01,Pune,18-24,self_employed,10000,full,28,3020.25,0.3928571428571428,84567,1,0.0,0.3917894273401829,Low
38,2025-10-17,Delhi,35-44,student,20000,full,13,1564.2307692307693,0.2307692307692307,20335,0,1.0,0.16778521494857898,Low
39,2025-11-01,Bangalore,25-34,salaried,20000,full,16,1624.6875,0.1875,25995,0,1.6666666666666667,0.16460943889682994,Low
40,2025-10-21,Bangalore,25-34,salaried,5000,full,24,1415.125,0.1666666666666666,33963,1,0.0,0.20772729612840674,Low
41,2025-10-25,Mumbai,18-24,self_employed,10000,full,24,2317.5416666666665,0.3333333333333333,55621,0,4.666666666666667,0.3339219676803363,Low
42,2025-11-03,Mumbai,18-24,salaried,10000,full,32,2776.9375,0.1875,88862,1,1.5,0.3148943633471207,Low
43,2025-09-03,Hyderabad,35-44,salaried,10000,full,16,1828.375,0.1875,29254,0,3.333333333333333,0.21119024739067477,Low
44,2025-10-21,Pune,18-24,student,5000,full,24,1660.3333333333333,0.375,39848,2,0.0,0.4194767753650253,Medium
45,2025-09-07,Bangalore,25-34,salaried,10000,full,19,2349.1052631578946,0.2631578947368421,44633,1,0.0,0.2979252707441329,Low
46,2025-09-21,Hyderabad,18-24,self_employed,20000,full,39,1708.6153846153843,0.2307692307692307,66636,0,2.333333333333333,0.20417998085171143,Low
47,2025-11-12,Bangalore,25-34,salaried,10000,full,27,1488.2222222222222,0.2222222222222222,40182,0,0.0,0.13788837335392512,Low
48,2025-10-09,Pune,35-44,student,30000,full,12,2047.9166666666667,0.25,24575,1,1.5,0.31081418386280724,Low
49,2025-09-18,Hyderabad,25-34,student,20000,full,13,3053.0,0.4615384615384615,39689,0,5.0,0.43748789949643485,Medium
50,2025-09-04,Mumbai,18-24,salaried,30000,full,21,2173.714285714286,0.3809523809523809,45648,1,0.0,0.3463958469697456,Low
51,2025-11-28,Hyderabad,25-34,salaried,5000,full,26,2034.5384615384612,0.3076923076923077,52898,0,2.333333333333333,0.25647028290380075,Low
52,2025-10-30,Delhi,25-34,salaried,20000,full,31,2470.7419354838707,0.2903225806451613,76593,0,4.333333333333333,0.31299386173607313,Low
53,2025-09-14,Delhi,25-34,self_employed,5000,full,17,2215.8823529411766,0.4117647058823529,37670,1,2.0,0.40764448178549006,Medium
54,2025-09-09,Hyderabad,35-44,student,10000,full,18,1562.8333333333333,0.4444444444444444,28131,0,0.0,0.24832857354038476,Low
55,2025-11-29,Delhi,25-34,student,10000,full,14,1766.7857142857142,0.5714285714285714,24735,1,0.0,0.4189957538566553,Medium
56,2025-10-23,Delhi,35-44,self_employed,10000,full,31,1740.8709677419354,0.2903225806451613,53967,0,1.3333333333333333,0.21212910631150067,Low
57,2025-09-02,Delhi,25-34,student,20000,full,28,1777.857142857143,0.2857142857142857,49780,1,0.0,0.2820146945828292,Low
58,2025-11-23,Hyderabad,18-24,student,20000,full,30,2133.733333333333,0.1666666666666666,64012,1,0.0,0.2413976816823877,Low
59,2025-12-01,Delhi,18-24,salaried,5000,full,37,2162.4054054054054,0.1891891891891892,80009,0,1.6666666666666667,0.19061712661948782,Low
60,2025-10-30,Bangalore,18-24,self_employed,10000,partial,34,1940.0,0.2352941176470588,65960,0,0.0,0.16534725718565688,Low
61,2025-11-10,Hyderabad,35-44,student,10000,full,25,2151.04,0.32,53776,2,0.0,0.4160001172286315,Medium
62,2025-10-14,Hyderabad,25-34,self_employed,10000,full,33,2076.454545454545,0.1515151515151515,68523,2,0.0,0.33142219473240575,Low
63,2025-09-08,Bangalore,25-34,salaried,20000,full,38,1876.4473684210527,0.2368421052631578,71305,1,2.0,0.30755887352084205,Low
64,2025-10-17,Bangalore,18-24,student,10000,full,18,2023.4444444444443,0.1666666666666666,36422,1,2.5,0.29178564638934124,Low
65,2025-10-05,Bangalore,18-24,salaried,30000,partial,33,2552.696969696969,0.3333333333333333,84239,0,5.333333333333333,0.35975497998594824,Low
66,2025-11-17,Delhi,25-34,salaried,5000,full,30,1673.6333333333334,0.4,50209,0,0.0,0.23213124684243,Low
67,2025-11-20,Delhi,25-34,salaried,10000,partial,26,1735.6153846153843,0.1538461538461538,45126,0,2.6666666666666665,0.175833292271228,Low
68,2025-10-06,Hyderabad,18-24,salaried,10000,full,27,2372.777777777778,0.2962962962962963,64065,0,0.0,0.2149823133117991,Low
69,2025-10-20,Mumbai,25-34,self_employed,5000,full,12,1442.1666666666667,0.1666666666666666,17306,0,0.0,0.10899436645595004,Low
70,2025-09-04,Mumbai,18-24,student,10000,full,25,2335.52,0.32,58388,1,3.5,0.40242172806856424,Medium
71,2025-09-02,Delhi,18-24,salaried,20000,full,27,1888.703703703704,0.2222222222222222,50995,0,0.0,0.15665292876363276,Low
72,2025-09-06,Hyderabad,25-34,salaried,20000,full,34,2177.4411764705883,0.2647058823529412,74033,1,0.0,0.2906269198665397,Low
73,2025-10-24,Delhi,18-24,salaried,10000,full,21,2726.9523809523807,0.3333333333333333,57266,1,4.0,0.43829005569282214,Medium
74,2025-09-04,Pune,35-44,salaried,10000,full,24,1920.6666666666667,0.2916666666666667,46096,0,0.0,0.19157064597794599,Low
75,2025-10-24,Mumbai,18-24,student,5000,full,15,2496.0,0.4,37440,1,0.0,0.3706631946301294,Low
76,2025-11-02,Bangalore,18-24,salaried,5000,partial,25,1839.04,0.24,45976,0,0.0,0.16288148026455584,Low
77,2025-09-18,Mumbai,18-24,salaried,10000,full,13,2064.846153846154,0.1538461538461538,26843,0,1.0,0.15422236342034154,Low
78,2025-11-29,Delhi,25-34,student,5000,full,32,2045.1875,0.21875,65446,2,0.0,0.36231390400439034,Low
79,2025-10-14,Mumbai,25-34,self_employed,20000,full,22,2324.2272727272725,0.1818181818181818,51133,0,3.0,0.22428162235056848,Low
80,2025-10-04,Bangalore,25-34,self_employed,20000,full,36,3054.972222222222,0.25,109979,0,0.0,0.2246664645449194,Low
81,2025-11-13,Bangalore,18-24,salaried,30000,full,30,2653.9333333333334,0.3,79618,0,3.0,0.296604917990637,Low
82,2025-11-01,Pune,18-24,student,10000,full,18,2438.8888888888887,0.1111111111111111,43900,0,1.3333333333333333,0.15858932720313854,Low
83,2025-09-14,Bangalore,25-34,salaried,30000,partial,33,1851.2121212121208,0.303030303030303,61090,0,0.0,0.19378509649511952,Low
84,2025-10-18,Hyderabad,25-34,student,10000,partial,10,2175.0,0.2,21750,0,0.0,0.15937290883786812,Low
85,2025-09-15,Bangalore,35-44,student,10000,full,38,2162.7105263157896,0.3947368421052631,82183,0,2.0,0.29695850159206155,Low
86,2025-11-11,Mumbai,18-24,salaried,30000,full,24,1537.7083333333333,0.2083333333333333,36905,0,0.0,0.13352302595846016,Low
87,2025-11-17,Mumbai,25-34,student,10000,full,20,2470.45,0.2,49409,1,0.0,0.2732161820047354,Low
88,2025-11-26,Mumbai,35-44,student,5000,full,38,2376.894736842105,0.3684210526315789,90322,2,0.0,0.44988513797694585,Medium
89,2025-11-01,Delhi,18-24,student,20000,full,31,1491.9032258064517,0.3548387096774194,46249,1,2.5,0.3574379596188874,Low
90,2025-10-10,Bangalore,25-34,student,30000,full,12,1742.75,0.1666666666666666,20913,1,0.0,0.22307816189968643,Low
91,2025-11-24,Bangalore,18-24,student,20000,partial,15,1044.2666666666669,0.2666666666666666,15664,2,0.0,0.3384756334942337,Low
92,2025-11-19,Delhi,35-44,self_employed,10000,full,31,2414.967741935484,0.1612903225806451,74864,0,0.0,0.15198758810354296,Low
93,2025-11-21,Mumbai,25-34,student,10000,full,28,2147.6071428571427,0.4285714285714285,60133,0,1.0,0.2903114853210426,Low
94,2025-10-23,Pune,35-44,student,30000,full,26,1708.7692307692307,0.2307692307692307,44428,1,7.0,0.4078908481593067,Medium
95,2025-09-24,Pune,25-34,student,5000,full,17,2218.0,0.4117647058823529,37706,2,6.0,0.5966325497941627,Medium
96,2025-09-26,Hyderabad,18-24,self_employed,10000,partial,31,2150.8064516129034,0.2258064516129032,66675,2,0.0,0.3706585914897841,Low
97,2025-11-28,Hyderabad,35-44,salaried,5000,full,39,1798.2051282051282,0.282051282051282,70130,1,7.5,0.4478719292716954,Medium
98,2025-10-30,Mumbai,18-24,salaried,10000,full,11,1863.909090909091,0.1818181818181818,20503,0,2.333333333333333,0.18789860583603574,Low
99,2025-10-11,Bangalore,18-24,self_employed,10000,full,27,2030.5925925925928,0.2592592592592592,54826,0,1.6666666666666667,0.21816221357962795,Low
100,2025-09-29,Pune,25-34,salaried,5000,full,23,2257.3478260869565,0.2608695652173913,51919,1,3.5,0.3703024891082588,Low
101,2025-09-15,Mumbai,25-34,student,5000,full,38,1691.8947368421052,0.3157894736842105,64292,1,4.0,0.3813494703161252,Low
102,2025-10-15,Mumbai,35-44,student,10000,full,37,2110.9189189189187,0.1621621621621621,78104,0,1.3333333333333333,0.16779058240463746,Low
103,2025-11-04,Bangalore,18-24,salaried,5000,full,14,1554.428571428571,0.1428571428571428,21762,0,0.0,0.10279607919059447,Low
104,2025-11-28,Delhi,25-34,student,5000,full,36,2147.777777777778,0.3055555555555556,77320,1,0.0,0.30889591984487214,Low
105,2025-11-10,Delhi,25-34,salaried,20000,full,26,2138.576923076923,0.2692307692307692,55603,0,1.3333333333333333,0.2206131941877955,Low
106,2025-09-09,Pune,18-24,student,10000,full,24,2720.125,0.3333333333333333,65283,1,0.0,0.3490812798210496,Low
107,2025-11-27,Mumbai,18-24,salaried,10000,full,28,1188.607142857143,0.3571428571428571,33281,2,0.0,0.3887803117154187,Low
108,2025-09-01,Delhi,18-24,student,30000,full,15,2336.733333333333,0.3333333333333333,35051,0,0.0,0.23111750082983243,Low
109,2025-09-08,Pune,18-24,student,5000,full,10,1742.8,0.1,17428,1,3.0,0.25766387468958596,Low
110,2025-11-27,Bangalore,35-44,salaried,10000,partial,26,1963.923076923077,0.3846153846153846,51062,0,0.0,0.23832893361170562,Low
111,2025-11-02,Delhi,25-34,self_employed,10000,full,39,2176.5641025641025,0.3076923076923077,84886,1,3.5,0.38905078246378777,Low
112,2025-09-11,Bangalore,25-34,salaried,20000,full,14,2179.1428571428573,0.3571428571428571,30508,1,2.0,0.37963632455234636,Low
113,2025-11-20,Hyderabad,35-44,salaried,30000,full,29,1954.8275862068965,0.3448275862068966,56690,0,0.0,0.21875491283845624,Low
114,2025-09-08,Pune,18-24,student,30000,full,26,2237.192307692308,0.2692307692307692,58167,1,2.5,0.3511597066611723,Low
115,2025-10-05,Bangalore,25-34,student,20000,full,28,2197.75,0.2857142857142857,61537,1,0.0,0.3016887697856346,Low
116,2025-10-05,Pune,25-34,student,5000,partial,14,2694.6428571428573,0.3571428571428571,37725,0,0.0,0.2593456652092386,Low
117,2025-10-03,Bangalore,35-44,student,5000,partial,28,1271.5357142857142,0.3928571428571428,35603,2,0.0,0.40985340538474924,Medium
118,2025-09-05,Pune,18-24,student,10000,full,13,1312.076923076923,0.3846153846153846,17057,0,1.3333333333333333,0.2374163155806929,Low
119,2025-10-11,Hyderabad,35-44,student,5000,full,30,1654.1,0.3,49623,1,0.0,0.2830910455624159,Low
120,2025-09-28,Hyderabad,18-24,salaried,20000,partial,33,2536.121212121212,0.303030303030303,83692,0,3.0,0.2925431636752485,Low
121,2025-09-07,Bangalore,18-24,student,10000,full,14,1749.642857142857,0.5,24495,1,0.0,0.38381757273935013,Low
122,2025-11-12,Pune,25-34,salaried,5000,partial,29,1863.0344827586207,0.4482758620689655,54028,0,0.0,0.26423836229111913,Low
123,2025-11-11,Hyderabad,18-24,salaried,20000,full,25,1933.48,0.28,48337,1,0.0,0.28655640562372464,Low
124,2025-09-12,Delhi,25-34,salaried,5000,full,14,3156.3571428571427,0.2857142857142857,44189,1,0.0,0.34660429691998007,Low
125,2025-10-04,Hyderabad,25-34,salaried,10000,full,17,1554.7058823529412,0.1764705882352941,26430,0,0.0,0.11898552093652438,Low
126,2025-10-03,Bangalore,25-34,student,10000,full,31,2207.8064516129034,0.1935483870967742,68442,0,1.6666666666666667,0.19484225324861632,Low
127,2025-10-18,Pune,18-24,student,10000,full,35,1855.7428571428568,0.2285714285714285,64951,1,0.0,0.2581640666814283,Low
128,2025-09-23,Bangalore,18-24,salaried,10000,full,24,1984.7916666666667,0.4166666666666667,47635,0,2.333333333333333,0.3065832355234069,Low
129,2025-11-01,Hyderabad,18-24,self_employed,5000,full,16,1514.3125,0.3125,24229,1,0.0,0.28255692051603937,Low
130,2025-11-27,Mumbai,25-34,student,10000,partial,28,1247.178571428571,0.1071428571428571,34921,0,1.3333333333333333,0.10084203379042832,Low
131,2025-10-07,Bangalore,18-24,student,20000,full,33,1743.060606060606,0.3636363636363636,57521,0,0.0,0.217884285004866,Low
132,2025-10-14,Bangalore,18-24,self_employed,30000,full,35,1559.7428571428572,0.1428571428571428,54591,0,1.0,0.12526729974236941,Low
133,2025-11-25,Bangalore,18-24,student,10000,full,39,2255.589743589744,0.358974358974359,87968,1,0.0,0.339655212114235,Low
134,2025-11-30,Delhi,18-24,salaried,10000,full,37,2063.783783783784,0.1891891891891892,76360,1,0.0,0.24895914536806463,Low
135,2025-10-05,Delhi,25-34,salaried,20000,full,33,2022.1818181818185,0.303030303030303,66732,0,0.0,0.20179587976604876,Low
136,2025-11-04,Mumbai,35-44,student,30000,full,23,1573.391304347826,0.1739130434782608,36188,0,3.0,0.1852968687158747,Low
137,2025-10-17,Bangalore,18-24,salaried,5000,full,20,2051.1,0.35,41022,0,0.0,0.22575497644303355,Low
138,2025-11-17,Bangalore,25-34,salaried,10000,full,38,1596.7105263157894,0.2368421052631578,60675,0,4.666666666666667,0.2537110928691932,Low
139,2025-09-03,Hyderabad,25-34,student,20000,full,38,1864.157894736842,0.2368421052631578,70838,0,1.3333333333333333,0.19216827053114452,Low
140,2025-09-01,Bangalore,25-34,salaried,10000,full,31,2776.709677419354,0.1612903225806451,86078,0,0.0,0.16893700251164923,Low
141,2025-09-05,Pune,25-34,salaried,5000,full,27,1909.5925925925928,0.1851851851851851,51559,0,2.0,0.18425206736292118,Low
142,2025-11-29,Pune,25-34,salaried,10000,partial,20,1920.15,0.2,38403,0,2.6666666666666665,0.20669116756599565,Low
143,2025-09-14,Mumbai,25-34,student,5000,partial,16,1625.1875,0.25,26003,0,2.6666666666666665,0.21693316978705185,Low
144,2025-09-27,Mumbai,18-24,salaried,10000,partial,11,1317.909090909091,0.2727272727272727,14497,0,1.6666666666666667,0.1912509085168862,Low
145,2025-09-09,Pune,25-34,salaried,10000,partial,18,2089.777777777778,0.1666666666666666,37616,0,0.0,0.13933817794364473,Low
146,2025-11-18,Bangalore,25-34,salaried,20000,full,15,1740.7333333333331,0.3333333333333333,26111,0,0.0,0.203191927385551,Low
147,2025-09-15,Bangalore,18-24,salaried,10000,full,28,2397.8571428571427,0.3928571428571428,67140,1,4.0,0.4515160958771287,Medium
148,2025-11-29,Bangalore,18-24,student,5000,full,35,2095.742857142857,0.4285714285714285,73351,1,5.0,0.476770230463407,Medium
149,2025-10-12,Hyderabad,35-44,salaried,5000,full,39,1987.076923076923,0.282051282051282,77496,0,0.0,0.19005490032808475,Low
150,2025-11-16,Bangalore,25-34,salaried,20000,partial,36,1495.138888888889,0.2777777777777778,53825,1,0.0,0.2649484947101984,Low
151,2025-10-21,Mumbai,25-34,student,5000,partial,30,1641.2333333333331,0.2,49237,0,2.0,0.17880771704855614,Low
152,2025-11-02,Pune,35-44,salaried,10000,full,25,1626.48,0.24,40662,0,2.333333333333333,0.20477382989315107,Low
153,2025-10-22,Pune,25-34,student,5000,full,36,2246.9166666666665,0.1944444444444444,80889,0,0.0,0.16006895602858445,Low
154,2025-09-04,Mumbai,25-34,salaried,20000,full,31,1518.451612903226,0.3870967741935484,47072,0,0.0,0.21865054015754282,Low
155,2025-09-23,Bangalore,25-34,student,10000,full,19,1428.842105263158,0.3157894736842105,27148,2,0.0,0.3801352298112793,Low
156,2025-09-15,Hyderabad,35-44,salaried,10000,full,31,2498.8064516129034,0.3225806451612903,77463,0,0.0,0.23353671093654382,Low
157,2025-10-13,Mumbai,25-34,self_employed,10000,full,11,1486.2727272727273,0.2727272727272727,16349,1,4.0,0.3509913976039973,Low
158,2025-09-29,Bangalore,25-34,salaried,20000,partial,16,1593.375,0.5,25494,1,0.0,0.3764956440117942,Low
159,2025-10-06,Bangalore,18-24,self_employed,10000,full,32,2300.625,0.21875,73620,3,0.0,0.4742823919238762,Medium
160,2025-09-13,Pune,35-44,self_employed,20000,partial,28,1694.9642857142858,0.3214285714285714,47459,1,0.0,0.2953182270404029,Low
161,2025-10-02,Mumbai,25-34,student,20000,full,30,2199.6666666666665,0.1333333333333333,65990,0,0.0,0.12844537601440242,Low
162,2025-11-10,Hyderabad,18-24,salaried,30000,full,20,2760.15,0.25,55203,0,0.0,0.21085257256560241,Low
163,2025-10-29,Pune,35-44,salaried,10000,full,28,2065.3214285714284,0.3214285714285714,57829,0,4.666666666666667,0.31637503240961407,Low
164,2025-11-25,Mumbai,25-34,self_employed,30000,partial,33,1984.3333333333333,0.3939393939393939,65483,1,1.5,0.377105725564929,Low
165,2025-09-28,Mumbai,18-24,student,5000,full,10,1471.6,0.3,14716,2,8.0,0.552317734761201,Medium
166,2025-11-05,Delhi,25-34,self_employed,10000,partial,23,2415.217391304348,0.217391304347826,55550,0,0.0,0.17899784577441036,Low
167,2025-10-12,Delhi,25-34,salaried,20000,full,21,2130.619047619048,0.4285714285714285,44743,0,0.0,0.26729328855243606,Low
168,2025-10-15,Delhi,35-44,salaried,5000,full,18,2506.6111111111118,0.1666666666666666,45119,0,3.0,0.22553555845126835,Low
169,2025-11-01,Hyderabad,18-24,student,5000,full,15,1249.9333333333334,0.2,18749,0,0.0,0.11602892034649798,Low
170,2025-10-27,Mumbai,25-34,student,10000,full,27,1993.111111111111,0.3333333333333333,53814,0,0.0,0.2150170853872924,Low
171,2025-09-06,Pune,25-34,salaried,10000,full,26,2266.038461538461,0.3461538461538461,58917,0,0.0,0.23397495670080362,Low
172,2025-09-28,Delhi,18-24,student,10000,full,22,2336.909090909091,0.2272727272727272,51412,1,0.0,0.28008410613131757,Low
173,2025-09-28,Mumbai,35-44,self_employed,20000,full,18,1761.3333333333333,0.4444444444444444,31704,0,1.3333333333333333,0.2872589151944274,Low
174,2025-10-14,Mumbai,25-34,student,20000,full,37,2163.3783783783783,0.2432432432432432,80045,1,0.0,0.2796391267472824,Low
175,2025-11-23,Mumbai,18-24,salaried,10000,partial,20,2498.15,0.3,49963,0,2.333333333333333,0.2744908784521223,Low
176,2025-09-30,Hyderabad,25-34,salaried,5000,full,21,2359.4761904761904,0.3333333333333333,49549,0,0.0,0.2321831171511003,Low
177,2025-11-01,Bangalore,35-44,salaried,30000,partial,16,1712.8125,0.3125,27405,0,1.6666666666666667,0.2288947020877665,Low
178,2025-11-14,Mumbai,18-24,salaried,5000,full,26,2223.230769230769,0.4230769230769231,57804,0,0.0,0.2689883826164496,Low
179,2025-12-01,Bangalore,18-24,student,5000,full,29,2130.551724137931,0.2068965517241379,61786,1,0.0,0.2606092129816087,Low
180,2025-11-28,Delhi,18-24,student,5000,full,11,2539.7272727272725,0.1818181818181818,27937,0,1.6666666666666667,0.20474924614272128,Low
181,2025-11-01,Delhi,18-24,student,10000,full,36,2088.8611111111118,0.3888888888888889,75199,1,0.0,0.34623949159977435,Low
182,2025-09-01,Mumbai,25-34,salaried,5000,full,10,2331.0,0.4,23310,1,0.0,0.36293212144505155,Low
183,2025-09-27,Pune,25-34,salaried,5000,full,28,2298.785714285714,0.25,64366,0,0.0,0.18923535403324884,Low
184,2025-11-01,Mumbai,18-24,salaried,10000,full,28,2754.5714285714284,0.1428571428571428,77128,0,1.3333333333333333,0.18865838589846728,Low
185,2025-11-16,Hyderabad,18-24,salaried,5000,full,19,2340.736842105264,0.1052631578947368,44474,1,0.0,0.22154643084426162,Low
186,2025-09-03,Mumbai,18-24,salaried,10000,full,19,2125.4210526315787,0.1578947368421052,40383,1,0.0,0.2367867244380104,Low
187,2025-11-09,Mumbai,35-44,salaried,20000,full,34,1770.529411764706,0.3529411764705882,60198,2,3.0,0.48069087644027014,Medium
188,2025-11-11,Bangalore,18-24,student,20000,full,35,2598.3714285714286,0.1428571428571428,90943,0,0.0,0.1517100102791446,Low
189,2025-09-27,Bangalore,35-44,student,5000,partial,34,1576.9411764705883,0.2941176470588235,53616,1,0.0,0.27664489127417263,Low
190,2025-09-09,Delhi,25-34,self_employed,5000,full,39,2335.25641025641,0.3076923076923077,91075,1,0.0,0.31870853965936696,Low
191,2025-11-01,Delhi,18-24,self_employed,30000,full,22,2286.2272727272725,0.4090909090909091,50297,2,0.0,0.46520925645222777,Medium
192,2025-10-07,Bangalore,35-44,student,5000,full,22,1521.590909090909,0.2727272727272727,33475,1,0.0,0.2637573516122581,Low
193,2025-10-21,Bangalore,25-34,salaried,20000,full,19,2914.0,0.2631578947368421,55366,0,0.0,0.2243934407586166,Low
194,2025-10-14,Bangalore,25-34,self_employed,5000,full,20,2716.1,0.2,54322,2,0.0,0.3847260767193792,Low
195,2025-09-24,Pune,35-44,salaried,30000,full,20,2022.05,0.3,40441,1,0.0,0.3003313387651396,Low
196,2025-11-18,Delhi,18-24,student,10000,partial,39,1601.5384615384614,0.4102564102564102,62460,1,1.5,0.3670224293628464,Low
197,2025-10-29,Delhi,18-24,student,10000,full,24,2287.4166666666665,0.25,54898,0,3.0,0.2553693166913726,Low
198,2025-10-02,Bangalore,25-34,salaried,20000,full,21,1596.3333333333333,0.3333333333333333,33523,0,0.0,0.19642606697388282,Low
199,2025-11-27,Mumbai,18-24,self_employed,10000,full,22,2107.0454545454545,0.4090909090909091,46355,0,2.333333333333333,0.30866560708941415,Low
200,2025-10-22,Bangalore,18-24,salaried,10000,full,37,1538.2162162162165,0.2972972972972973,56914,0,0.0,0.1763606715939668,Low
201,2025-11-01,Bangalore,18-24,student,10000,full,16,1445.1875,0.25,23123,1,5.0,0.3603510845241803,Low
202,2025-10-28,Mumbai,18-24,student,20000,full,16,1786.25,0.1875,28580,3,0.0,0.4351423151354408,Medium
203,2025-10-22,Bangalore,25-34,salaried,5000,full,12,1653.3333333333333,0.1666666666666666,19840,1,2.5,0.2744440943492776,Low
204,2025-09-12,Bangalore,18-24,self_employed,5000,full,21,1694.142857142857,0.1904761904761904,35577,2,0.0,0.3322589590005951,Low
205,2025-10-09,Bangalore,25-34,salaried,10000,full,15,2278.2,0.2,34173,1,0.0,0.26420831036939463,Low
206,2025-09-02,Bangalore,25-34,salaried,5000,full,30,2298.633333333333,0.3666666666666666,68959,0,0.0,0.24537397035831976,Low
207,2025-09-03,Bangalore,25-34,student,10000,full,18,2627.333333333333,0.3333333333333333,47292,1,4.0,0.4336224063123942,Medium
